id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,duration_min,duration_bucket,hour,day_of_week,month,is_weekend,is_night,minutes_since_midnight,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,created_hour,created_day_of_week,report_delay_min,desc_word_count,desc_char_count,kw_fire,kw_spill,kw_overturned,kw_injury,kw_block,kw_heavy,kw_normal,kw_tow,kw_breakdown,desc_urgency_score,latitude_num,longitude_num,dist_from_center,has_end_coord,incident_span_km_clean,closure_flag,priority_weight,rush_hour_flag,rush_hour_x_closure,high_priority_x_closure,corridor_cause,police_junction,address_text,layer1_critical_flag,event_mode,authenticated_flag,pred_duration_bucket,impact_score,Severity,Mode,Manpower,Barricading,Diversion,Action_Window
FKID001648,planned,12.986025,77.48836,0.0,0.0,"Muddayanapalya Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India)",,procession,False,2024-02-20 07:58:23.236000+00:00,2024-02-20 08:35:46+00,closed,yes,2024-02-20 08:17:41.493698+00,,,[PERSON],,,Non-corridor,Low,,,,2024-02-20 08:00:54.007491+00:00,,1,FKUSR00867,FKUSR00001,,,,Kamakshipalya,,FKKG000847,,,,FKUSR00867,2024-02-20 08:17:41.492965+00:00,,,,,,19.304282750000002,<30min,7,1,2,0,0,478,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,8,1,2.5128581833333334,1,8,0,0,0,0,0,0,0,0,0,0,12.986025,77.48836,11.90084532922867,0,0.0,0,1,1,0,0,Non-corridor|procession,Kamakshipalya|MISSING,"Muddayanapalya Road, Gaddekhani, Anjana Nagar, Herohalli, Bengaluru, Karnataka. Pin-560091 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID001864,planned,12.9363031,77.7054752,0.0,0.0,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",,construction,False,2024-02-23 04:38:09.877000+00:00,2024-02-24 06:38:46+00,closed,yes,2024-02-23 04:49:58.02701+00,,,"[PERSON] WORK, traffic movement is slow sir",,,Non-corridor,Low,,,,2024-02-23 04:39:50.271761+00:00,,1,FKUSR00359,FKUSR00001,,,,HAL Old Airport,,FKKG000351,,,,FKUSR00359,2024-02-23 04:40:26.783219+00:00,,,,,,2.2817703166666665,<30min,4,4,2,0,1,278,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,4,4,1.6732460166666667,7,43,0,0,0,0,0,0,0,0,0,0,12.9363031,77.7054752,12.915736550301737,0,0.0,0,1,0,0,0,Non-corridor|construction,HAL Old Airport|MISSING,"Panathur Main Road, Vandana Tejyesh, Varthur Hobli, Panathur, Bengaluru, Karnataka. Pin-560087 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID002094,unplanned,13.1173777,77.5777874,0.0,0.0,"Doddaballapur Main Road, Nagarjuna Meadows, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",,construction,False,2024-02-27 21:27:20.156000+00:00,,closed,yes,2024-02-28 20:29:01.739317+00,,,[LOCATION] main road to wrads [LOCATION] work sir,,,Non-corridor,Low,,,,2024-02-27 21:29:48.347945+00:00,,1,FKUSR00105,FKUSR00001,,,,Yelahanka,,FKKG000099,,,,FKUSR00105,2024-02-28 20:29:01.738744+00:00,,,,,,1381.6930457333333,2hr+,21,1,2,0,0,1287,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,21,1,2.46986575,8,49,0,0,0,0,0,0,0,0,0,0,13.1173777,77.5777874,16.28858392437691,0,0.0,0,1,0,0,0,Non-corridor|construction,Yelahanka|MISSING,"Doddaballapur Main Road, Nagarjuna Meadows, Anantapura, Bengaluru, Karnataka. Pin-560064 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID002172,unplanned,13.1188317,77.577265,0.0,0.0,"Doddaballapur Main Road, NCC Urban Mayfair, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",,construction,False,2024-02-28 20:48:35.795000+00:00,,closed,yes,2024-02-29 18:40:17.050441+00,,,[LOCATION] main road [PERSON] kirdcl  bbmp water work sir,,,Non-corridor,Low,,,,2024-02-28 20:49:40.348235+00:00,,1,FKUSR00105,FKUSR00001,,,,Yelahanka,,FKKG000099,,,,FKUSR00105,2024-02-29 18:40:17.049880+00:00,,,,,,1311.6875813333331,2hr+,20,2,2,0,0,1248,-0.866025403784439,0.49999999999999933,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,20,2,1.07588725,9,57,0,0,0,0,0,0,0,0,0,0,13.1188317,77.577265,16.455605197669033,0,0.0,0,1,1,0,0,Non-corridor|construction,Yelahanka|MISSING,"Doddaballapur Main Road, NCC Urban Mayfair, Anantapura, Bengaluru, Karnataka. Pin-560064 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID002254,planned,13.0162183,77.7092396,13.0161803,77.7092749,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)","Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",procession,True,2024-03-19 21:57:13.190000+00:00,2024-03-19 21:57:46+00,closed,yes,2024-03-19 22:03:51.073926+00,,,[PERSON],,,Non-corridor,Low,,,,2024-03-19 21:58:12.353666+00:00,,1,FKUSR00561,FKUSR00001,,,,K.R. Pura,,FKKG000550,,,,FKUSR00561,2024-03-19 22:03:51.073235+00:00,,,,,,6.63138725,<30min,21,1,3,0,0,1317,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,21,1,0.9860611,1,8,0,0,0,0,0,0,0,0,0,0,13.0162183,77.7092396,13.654818556603733,1,0.0057571346070901174,1,1,0,0,0,Non-corridor|procession,K.R. Pura|MISSING,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India) Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID002385,unplanned,12.983856,77.577635,0.0,0.0,"Dr MH Ambarish Road, Madhavanagar Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,construction,False,2024-03-03 01:26:00.118000+00:00,,closed,yes,2024-03-03 01:47:55.643641+00,,,Drainage pipe workprogress..Anandrao fly over down ramp to race view junction traffic slow movement,,,Non-corridor,Low,,,,2024-03-03 01:29:03.984948+00:00,,1,FKUSR01072,FKUSR00001,,,,High ground,,FKKG001037,,,,FKUSR01072,2024-03-03 01:47:55.643061+00:00,,,,,,21.925417683333333,<30min,1,6,3,1,1,86,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,1,6,3.0644491333333335,14,99,0,0,0,0,0,0,0,0,0,0,12.983856,77.577635,2.3231129538359223,0,0.0,0,1,0,0,0,Non-corridor|construction,High ground|MISSING,"Dr MH Ambarish Road, Madhavanagar Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID002602,unplanned,12.9139691,77.6779392,0.0,0.0,"Sarjapura Main Road, Maruti Nagar, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",,procession,False,2024-03-06 02:32:14.866000+00:00,,closed,no,2024-03-06 02:35:15.70161+00,,,ದೇವರ ಪಲ್ಲಕ್ಕಿ ಮೆರವಣಿಗೆ ಮಾಡುತಿದರೆ ಸರ್,,,Non-corridor,Low,,,,2024-03-06 02:33:31.830709+00:00,,1,FKUSR00222,FKUSR00001,,,,Bellandur,,FKKG000214,,,,FKUSR00222,2024-03-06 02:35:15.700824+00:00,,,,,,3.0139137333333332,<30min,2,2,3,0,1,152,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,2,2,1.28274515,5,36,0,0,0,0,0,0,0,0,0,0,12.9139691,77.6779392,11.247068025292284,0,0.0,0,1,0,0,0,Non-corridor|procession,Bellandur|MISSING,"Sarjapura Main Road, Maruti Nagar, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID003303,unplanned,12.96877944,77.70122799,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-29 19:58:19.196000+00:00,,closed,yes,2024-03-30 02:36:13.094041+00,,,[LOCATION] construction sir,,,ORR East 2,High,,,,2024-03-29 19:59:06.930453+00:00,,1,FKUSR01080,FKUSR00001,,,,HAL Old Airport,,FKKG001044,,,,FKUSR01080,2024-03-30 02:36:13.093435+00:00,,,,,,397.89829058333333,2hr+,19,4,3,0,0,1198,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,19,4,0.7955742166666667,3,27,0,0,0,0,0,0,0,0,0,0,12.96877944,77.70122799,11.839847043983374,0,0.0,0,3,1,0,0,ORR East 2|construction,HAL Old Airport|MISSING,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID003673,unplanned,13.0013754,77.7576431,0.0,0.0,"Whitefield Main Road, Sri Sathya Sai Gokulam, Sai Colony, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",,construction,False,2024-04-03 20:37:23.289000+00:00,,closed,yes,2024-04-03 21:24:12.517114+00,,,slow moving traffic Belathur towards [LOCATION],,,Non-corridor,Low,,,,2024-04-03 20:37:56.287419+00:00,,1,FKUSR00281,FKUSR00009,,,,Mahadevapura,,FKKG000273,,,,FKUSR00281,2024-04-03 21:24:12.516515+00:00,,,,,,46.820458583333334,30min-2hr,20,2,4,0,0,1237,-0.866025403784439,0.49999999999999933,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,20,2,0.54997365,6,47,0,0,0,0,0,0,0,1,0,1,13.0013754,77.7576431,18.397099583059628,0,0.0,0,1,1,0,0,Non-corridor|construction,Mahadevapura|MISSING,"Whitefield Main Road, Sri Sathya Sai Gokulam, Sai Colony, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID004092,planned,12.99838,77.5713867,0.0,0.0,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",,procession,False,2024-04-07 20:36:30.257000+00:00,2024-04-07 22:05:46+00,closed,yes,2024-04-07 22:08:08.549601+00,,,ವಾಕ್ ವಿತ್ ರಾಮಾಜ ನಡಿಗೆ ಕಾರ್ಯಕ್ರಮ ಮಲ್ಲೇಶ್ವರಂ ಸರ್ಕಲ್ ನಿಂದ ಸರ್ಕಲ್ ಮಾರಮ್ಮ ಮಾರ್ಗೋಸ್ ರಸ್ತೆ 11ನೇ ಮೆರವಣಿಗೆ ನಡೆಯುತ್ತದೆ ಸರ್ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ರೀತಿ ತೊಂದರೆಯುವುದಿಲ್ಲ,,,Non-corridor,Low,,,,2024-04-07 20:38:57.505132+00:00,,1,FKUSR01049,FKUSR00001,,,,Malleshwaram,,FKKG001016,,,,FKUSR01049,2024-04-07 22:08:08.549079+00:00,,,,,,91.63820131666667,30min-2hr,20,6,4,1,0,1236,-0.866025403784439,0.49999999999999933,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998,20,6,2.4541355333333335,20,150,0,0,0,0,0,0,0,0,0,0,12.99838,77.5713867,3.9338902642775686,0,0.0,0,1,1,0,0,Non-corridor|procession,Malleshwaram|MISSING,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID004137,unplanned,13.0395661,77.6412265,0.0,0.0,"Kempegowda Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",,construction,False,2024-01-01 19:27:58.270000+00:00,,closed,yes,2024-01-02 01:32:34.337609+00,,,"ನಮಸ್ತೆ ಸರ್, ಎಲ್ಲೂರು ಹೆಣ್ಣೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆ ವಡ್ಡರ ಪಾಳ್ಯ ಜಂಕ್ಷನ್ ನಲ್ಲಿ ಬಿಡಬ್ಲ್ಯೂಎಸ್ಎಸ್ಬಿ ದವರು ಒಳ ಚರಂಡಿ ಕಾಮಗಾರಿ [PERSON] ಕಡೆಗೆ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿವೆ ಸರ್",,,Airport New South Road,High,,,,2024-01-01 19:34:12.515766+00:00,,1,FKUSR00694,FKUSR00001,,,,Hennuru,,FKKG000678,,,,FKUSR00694,2024-01-02 01:32:34.337120+00:00,,,Bengaluru North Corporation,North Zone 1,,364.60111866666665,2hr+,19,0,1,0,0,1167,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,19,0,6.237429433333333,22,166,0,0,0,0,0,0,0,0,0,0,13.0395661,77.6412265,9.148865680467738,0,0.0,0,3,1,0,0,Airport New South Road|construction,Hennuru|MISSING,"Kempegowda Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID004154,unplanned,13.1850133,77.6984583,0.0,0.0,"SH 104, Mylanahalli, Bengaluru, Karnataka. Pin-562149 (India)",,construction,False,2024-01-02 08:02:40.717000+00:00,,closed,yes,2024-01-03 02:03:25.922549+00,,,ನಮಸ್ತೆ ಸರ್ . ಮೈಲನಹಳ್ಳಿ ಹತ್ತಿರ ಮೋರೆ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದು ವಾಹನಗಳ ಸಂಚಾರವು ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಂಚರಿಸಿರುತ್ತದೆ ಸರ್ ಚಿಕ್ಕಜಾಲ ಸಂಚಾರ ಪೊಲೀಸ್ ಠಾಣೆ,,,Non-corridor,Low,,,,2024-01-02 08:04:50.477436+00:00,,1,FKUSR00576,FKUSR00001,,,,Chikkajala,,FKKG000565,,,,FKUSR00576,2024-01-03 02:03:25.922009+00:00,,,,,,1080.7534168166667,2hr+,8,1,1,0,0,482,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,8,1,2.162673933333333,17,127,0,0,0,0,0,0,0,0,0,0,13.1850133,77.6984583,26.34509251308672,0,0.0,0,1,1,0,0,Non-corridor|construction,Chikkajala|MISSING,"SH 104, Mylanahalli, Bengaluru, Karnataka. Pin-562149 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID004184,unplanned,12.8874767,77.7372183,12.8875633,77.7371417,"Sarjapura Main Road, Swami Vivekananda Nagar, Sulikunte, Bengaluru, Karnataka. Pin-562125 (India)","Sarjapura Main Road, Swami Vivekananda Nagar, Sulikunte, Bengaluru, Karnataka. Pin-562125 (India)",procession,True,2023-12-25 08:31:49.434000+00:00,,closed,yes,2023-12-25 09:10:13.959034+00,,,[LOCATION] hatra procession,,,Non-corridor,Low,,,,2023-12-25 08:32:47.320099+00:00,,1,FKUSR01313,FKUSR00001,,,,Whitefield,,FKKG001272,,,,FKUSR01313,2023-12-25 09:10:13.958473+00:00,,,,,,38.40874121666666,30min-2hr,8,0,12,0,0,511,0.8660254037844387,-0.4999999999999998,0.0,1.0,-2.4492935982947064e-16,1.0,8,0,0.9647683166666667,3,27,0,0,0,0,0,0,0,0,0,0,12.8874767,77.7372183,18.379370848691483,1,0.012833405063297668,1,1,1,1,0,Non-corridor|procession,Whitefield|MISSING,"Sarjapura Main Road, Swami Vivekananda Nagar, Sulikunte, Bengaluru, Karnataka. Pin-562125 (India) Sarjapura Main Road, Swami Vivekananda Nagar, Sulikunte, Bengaluru, Karnataka. Pin-562125 (India)",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID004335,unplanned,13.0346801,77.5572821,13.0346807,77.5573799,"JP Park Link Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)","MS Ramaiah Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)",construction,True,2023-12-01 23:21:12.999000+00:00,,closed,yes,2023-12-02 02:53:42.865084+00,,,K-ride suberbun train construction work progress sir,,,Non-corridor,Low,,,,2023-12-01 23:22:11.755418+00:00,,1,FKUSR00458,FKUSR00001,,,,Yeshwanthpura,,FKKG000447,,,,FKUSR00458,2023-12-02 02:53:42.864568+00:00,,,Bengaluru North Corporation,North Zone 2,,212.49775946666665,2hr+,23,4,12,0,1,1401,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,23,4,0.9792736333333333,7,52,0,0,0,0,0,0,0,0,0,0,13.0346801,77.5572821,8.135417613016156,1,0.010856004293225733,1,1,0,0,0,Non-corridor|construction,Yeshwanthpura|MISSING,"JP Park Link Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India) MS Ramaiah Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID004416,unplanned,13.0530017,77.6458557,0.0,0.0,"Narayanapur Cross Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",,construction,False,2023-12-03 23:42:14.605000+00:00,,closed,yes,2023-12-04 06:45:05.4078+00,,,ಸರ್ ನಮಸ್ತೆ ಕೆ ನಾರಾಯಣಪುರ ಜಂಕ್ಷನ್ ಹತ್ತಿರ ವೈಟ್ ಟಾಪಿಂಗ್ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ಹೆನ್ನೂರು ಬಾಗಲೂರು ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಸಂಚಾರವು ಬಾಗಲೂರು ಕಡೆ ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್,,,Non-corridor,Low,,,,2023-12-03 23:44:34.424042+00:00,,1,FKUSR00694,FKUSR00001,,,,Hennuru,,FKKG000678,,,,FKUSR00694,2023-12-04 06:45:05.407289+00:00,,,Bengaluru East Corporation,East Zone 2,,422.84670481666666,2hr+,23,6,12,1,1,1422,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,23,6,2.330317366666667,20,161,0,0,0,0,0,0,0,0,0,0,13.0530017,77.6458557,10.677590489554428,0,0.0,0,1,0,0,0,Non-corridor|construction,Hennuru|MISSING,"Narayanapur Cross Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID004535,planned,13.184446,77.6797199,0.0,0.0,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",,protest,False,2023-11-14 22:57:07.409000+00:00,2023-11-14 23:15:46+00,closed,yes,2023-11-14 23:15:22.012294+00,,,Airport taxi drivers protest begur galamma circle to towards airport so trffic slow moment,,,Non-corridor,Low,,,,2023-11-14 22:59:30.983441+00:00,,1,FKUSR00576,FKUSR00001,,,,Chikkajala,,FKKG000565,,,,FKUSR00576,2023-11-14 23:15:22.011742+00:00,,,,,,18.243379033333333,<30min,22,1,11,0,1,1377,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,22,1,2.39290735,14,90,0,0,0,0,0,0,0,1,0,1,13.184446,77.6797199,25.44511692625207,0,0.0,0,1,0,0,0,Non-corridor|protest,Chikkajala|MISSING,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID004658,unplanned,13.0741677,77.6516608,0.0,0.0,"Hennur Main Road, True North by Livingwalls, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)",,construction,False,2024-01-22 20:39:09.352000+00:00,,closed,yes,2024-01-23 20:36:05.807828+00,,,ನಮಸ್ತೆ ಸರ್ ಹೆಣ್ಣರು ಬಾಗ್ಲುರ್ ಮೈನ್ ರೋಡ್ ವೈಟ್ ಟ್ಯಾಪಿಂಗ್ ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿರುವುದರಿಂದ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಮೊಮೊವೆಂಟ್ ಇದೆ ಸರ್ ರಾಪಿಗೆ ಯಾವುದೇ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ ಸರ್ ಸರ್,,,Non-corridor,Low,,,,2024-01-22 20:41:21.317249+00:00,,1,FKUSR00397,FKUSR00001,,,,Hennuru,,FKKG000387,,,,FKUSR00397,2024-01-23 20:36:05.807277+00:00,,,,,,1436.9409212833334,2hr+,20,0,1,0,0,1239,-0.866025403784439,0.49999999999999933,0.0,1.0,0.49999999999999994,0.8660254037844387,20,0,2.1994208166666667,21,151,0,0,0,0,0,0,0,0,0,0,13.0741677,77.6516608,13.028236011859782,0,0.0,0,1,1,0,0,Non-corridor|construction,Hennuru|MISSING,"Hennur Main Road, True North by Livingwalls, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
FKID004795,unplanned,13.0393834,77.6414713,0.0,0.0,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",,construction,False,2023-12-11 20:17:56.180000+00:00,,closed,yes,2023-12-12 03:17:00.582078+00,,,ಸಾರ್ ನಮಸ್ತೆ ವಡ್ರಪಾಳ್ಯ ಜಂಕ್ಷನ್ ನಲ್ಲಿ bwssb  ವರ್ಕ್ ಮಾಡುತ್ತಿದ್ದು ಸಂಚಾರ ನಿದಾನಗತ್ತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿದೆ ಸರ್,,,Airport New South Road,High,,,,2023-12-11 20:19:02.933284+00:00,,1,FKUSR00694,FKUSR00001,,,,Hennuru,,FKKG000678,,,,FKUSR00694,2023-12-12 03:17:00.581244+00:00,,,Bengaluru North Corporation,North Zone 1,,419.0733540666667,2hr+,20,0,12,0,0,1217,-0.866025403784439,0.49999999999999933,0.0,1.0,-2.4492935982947064e-16,1.0,20,0,1.1125547333333332,12,98,0,0,0,0,0,0,0,0,0,0,13.0393834,77.6414713,9.147577331974095,0,0.0,0,3,1,0,0,Airport New South Road|construction,Hennuru|MISSING,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India) ",0,planned,0,2hr+,1,CRITICAL,Planned Event,Pre-deploy 4 Officers + 1 Sub-Inspector,Full Lane Barricading — Deploy 6 hours before event,Activate Pre-planned Diversion Route,Proactive — Deploy before event start
